% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.071	1	2	8	2	2	28	1095
0.072	1	1	8	3	1	28	1095
0.072	1	2	8	3	2	28	1095
0.073	1	1	8	4	1	28	1095
0.073	1	2	8	4	2	28	1095
0.074	1	1	8	5	1	28	1095
0.074	1	2	8	5	2	28	1095
0.075	1	1	8	6	1	28	1095
0.075	1	2	8	6	2	28	1095
0.076	1	1	8	7	1	28	1095
0.076	1	2	8	7	2	28	1095
0.077	1	1	8	8	1	28	1095
0.077	1	2	8	8	2	28	1095
0.078	1	1	8	9	1	28	1095
0.078	1	2	8	9	2	28	1095
0.079	1	1	8	10	1	28	1095
0.079	1	2	8	10	2	28	1095
0.08	1	1	9	1	1	28	1095
0.08	1	2	9	1	2	28	1095
0.081	1	1	9	2	1	28	1095
0.081	1	2	9	2	2	28	1095
0.082	1	1	9	3	1	28	1095
0.082	1	2	9	3	2	28	1095
0.083	1	1	9	4	1	28	1095
0.083	1	2	9	4	2	28	1095
0.084	1	1	9	5	1	28	1095
0.084	1	2	9	5	2	28	1095
0.085	1	1	9	6	1	28	1095
0.085	1	2	9	6	2	28	1095
0.086	1	1	9	7	1	28	1095
0.086	1	2	9	7	2	28	1095
0.087	1	1	9	8	1	28	1095
0.087	1	2	9	8	2	28	1095
0.088	1	1	9	9	1	28	1095
0.088	1	2	9	9	2	28	1095
0.089	1	1	9	10	1	28	1095
0.089	1	2	9	10	2	28	1095
0.09	1	1	10	1	1	28	1095
0.09	1	2	10	1	2	28	1095
0.091	1	1	10	2	1	28	1095
0.091	1	2	10	2	2	28	1095
0.092	1	1	10	3	1	28	1095
0.092	1	2	10	3	2	28	1095
0.093	1	1	10	4	1	28	1095
0.093	1	2	10	4	2	28	1095
0.094	1	1	10	5	1	28	1095
0.094	1	2	10	5	2	28	1095
0.095	1	1	10	6	1	28	1095
0.095	1	2	10	6	2	28	1095
0.096	1	1	10	7	1	28	1095
0.096	1	2	10	7	2	28	1095
0.097	1	1	10	8	1	28	1095
0.097	1	2	10	8	2	28	1095
0.098	1	1	10	9	1	28	1095
0.098	1	2	10	9	2	28	1095
0.099	1	1	10	10	1	28	1095
0.099	1	2	10	10	2	28	1095
0.1	1	1	11	1	1	28	1095
0.1	1	2	11	1	2	28	1095
0.101	1	1	11	2	1	28	1095
0.101	1	2	11	2	2	28	1095
0.102	1	1	11	3	1	28	1095
0.102	1	2	11	3	2	28	1095
0.103	1	1	11	4	1	28	1095
0.103	1	2	11	4	2	28	1095
0.104	1	1	11	5	1	28	1095
0.104	1	2	11	5	2	28	1095
0.105	1	1	11	6	1	28	1095
0.105	1	2	11	6	2	28	1095
0.106	1	1	11	7	1	28	1095
0.106	1	2	11	7	2	28	1095
0.107	1	1	11	8	1	28	1095
0.107	1	2	11	8	2	28	1095
0.108	1	1	11	9	1	28	1095
0.108	1	2	11	9	2	28	1095
0.109	1	1	11	10	1	28	1095
0.109	1	2	11	10	2	28	1095
0.11	1	1	12	1	1	28	1095
0.11	1	2	12	1	2	28	1095
0.111	1	1	12	2	1	28	1095
0.111	1	2	12	2	2	28	1095
0.112	1	1	12	3	1	28	1095
0.112	1	2	12	3	2	28	1095
0.113	1	1	12	4	1	28	1095
0.113	1	2	12	4	2	28	1095
0.114	1	1	12	5	1	28	1095
0.114	1	2	12	5	2	28	1095
0.115	1	1	12	6	1	28	1095
0.115	1	2	12	6	2	28	1095
0.116	1	1	12	7	1	28	1095
0.116	1	2	12	7	2	28	1095
0.117	1	1	12	8	1	28	1095
0.117	1	2	12	8	2	28	1095
0.118	1	1	12	9	1	28	1095
0.118	1	2	12	9	2	28	1095
0.119	1	1	12	10	1	28	1095
0.119	1	2	12	10	2	28	1095
0.12	1	1	13	1	1	28	1095
0.12	1	2	13	1	2	28	1095
0.121	1	1	13	2	1	28	1095
0.121	1	2	13	2	2	28	1095
0.122	1	1	13	3	1	28	1095
0.122	1	2	13	3	2	28	1095
0.123	1	1	13	4	1	28	1095
0.123	1	2	13	4	2	28	1095
0.124	1	1	13	5	1	28	1095
0.124	1	2	13	5	2	28	1095
0.125	1	1	13	6	1	28	1095
0.125	1	2	13	6	2	28	1095
0.126	1	1	13	7	1	28	1095
0.126	1	2	13	7	2	28	1095
0.127	1	1	13	8	1	28	1095
0.127	1	2	13	8	2	28	1095
0.128	1	1	13	9	1	28	1095
0.128	1	2	13	9	2	28	1095
0.129	1	1	13	10	1	28	1095
0.129	1	2	13	10	2	28	1095
0.13	1	1	14	1	1	28	1095
0.13	1	2	14	1	2	28	1095
0.131	1	1	14	2	1	28	1095
0.131	1	2	14	2	2	28	1095
0.132	1	1	14	3	1	28	1095
0.132	1	2	14	3	2	28	1095
0.133	1	1	14	4	1	28	1095
0.133	1	2	14	4	2	28	1095
0.134	1	1	14	5	1	28	1095
0.134	1	2	14	5	2	28	1095
0.135	1	1	14	6	1	28	1095
0.135	1	2	14	6	2	28	1095
0.136	1	1	14	7	1	28	1095
0.136	1	2	14	7	2	28	1095
0.137	1	1	14	8	1	28	1095
0.137	1	2	14	8	2	28	1095
0.138	1	1	14	9	1	28	1095
0.138	1	2	14	9	2	28	1095
0.139	1	1	14	10	1	28	1095
0.139	1	2	14	10	2	28	1095
0.14	1	1	15	1	1	28	1095
0.14	1	2	15	1	2	28	1095
0.141	1	1	15	2	1	28	1095
0.141	1	2	15	2	2	28	1095
0.142	1	1	15	3	1	28	1095
0.142	1	2	15	3	2	28	1095
0.143	1	1	15	4	1	28	1095
0.143	1	2	15	4	2	28	1095
0.144	1	1	15	5	1	28	1095
0.144	1	2	15	5	2	28	1095
0.145	1	1	15	6	1	28	1095
0.145	1	2	15	6	2	28	1095
0.146	1	1	15	7	1	28	1095
0.146	1	2	15	7	2	28	1095
0.147	1	1	15	8	1	28	1095
0.147	1	2	15	8	2	28	1095
0.148	1	1	15	9	1	28	1095
0.148	1	2	15	9	2	28	1095
0.149	1	1	15	10	1	28	1095
0.149	1	2	15	10	2	28	1095
0.15	1	1	16	1	1	28	1095
0.15	1	2	16	1	2	28	1095
0.151	1	1	16	2	1	28	1095
0.151	1	2	16	2	2	28	1095
0.152	1	1	16	3	1	28	1095
0.152	1	2	16	3	2	28	1095
0.153	1	1	16	4	1	28	1095
0.153	1	2	16	4	2	28	1095
0.154	1	1	16	5	1	28	1095
0.154	1	2	16	5	2	28	1095
0.155	1	1	16	6	1	28	1095
0.155	1	2	16	6	2	28	1095
0.156	1	1	16	7	1	28	1095
0.156	1	2	16	7	2	28	1095
0.157	1	1	16	8	1	28	1095
0.157	1	2	16	8	2	28	1095
0.158	1	1	16	9	1	28	1095
0.158	1	2	16	9	2	28	1095
0.159	1	1	16	10	1	28	1095
0.159	1	2	16	10	2	28	1095
0.16	1	1	17	1	1	28	1095
0.16	1	2	17	1	2	28	1095
0.161	1	1	17	2	1	28	1095
0.161	1	2	17	2	2	28	1095
0.162	1	1	17	3	1	28	1095
0.162	1	2	17	3	2	28	1095
0.163	1	1	17	4	1	28	1095
0.163	1	2	17	4	2	28	1095
0.164	1	1	17	5	1	28	1095
0.164	1	2	17	5	2	28	1095
0.165	1	1	17	6	1	28	1095
0.165	1	2	17	6	2	28	1095
0.166	1	1	17	7	1	28	1095
0.166	1	2	17	7	2	28	1095
0.167	1	1	17	8	1	28	1095
0.167	1	2	17	8	2	28	1095
0.168	1	1	17	9	1	28	1095
0.168	1	2	17	9	2	28	1095
0.169	1	1	17	10	1	28	1095
0.169	1	2	17	10	2	28	1095
0.17	1	1	18	1	1	28	1095
0.17	1	2	18	1	2	28	1095
0.171	1	1	18	2	1	28	1095
0.171	1	2	18	2	2	28	1095
0.172	1	1	18	3	1	28	1095
0.172	1	2	18	3	2	28	1095
0.173	1	1	18	4	1	28	1095
0.173	1	2	18	4	2	28	1095
0.174	1	1	18	5	1	28	1095
0.174	1	2	18	5	2	28	1095
0.175	1	1	18	6	1	28	1095
0.175	1	2	18	6	2	28	1095
0.176	1	1	18	7	1	28	1095
0.176	1	2	18	7	2	28	1095
0.177	1	1	18	8	1	28	1095
0.177	1	2	18	8	2	28	1095
0.178	1	1	18	9	1	28	1095
0.178	1	2	18	9	2	28	1095
0.179	1	1	18	10	1	28	1095
0.179	1	2	18	10	2	28	1095
0.18	1	1	19	1	1	28	1095
0.18	1	2	19	1	2	28	1095
0.181	1	1	19	2	1	28	1095
0.181	1	2	19	2	2	28	1095
0.182	1	1	19	3	1	28	1095
0.182	1	2	19	3	2	28	1095
0.183	1	1	19	4	1	28	1095
0.183	1	2	19	4	2	28	1095
0.184	1	1	19	5	1	28	1095
0.184	1	2	19	5	2	28	1095
0.185	1	1	19	6	1	28	1095
0.185	1	2	19	6	2	28	1095
0.186	1	1	19	7	1	28	1095
0.186	1	2	19	7	2	28	1095
0.187	1	1	19	8	1	28	1095
0.187	1	2	19	8	2	28	1095
0.188	1	1	19	9	1	28	1095
0.188	1	2	19	9	2	28	1095
0.189	1	1	19	10	1	28	1095
0.189	1	2	19	10	2	28	1095
0.19	1	1	20	1	1	28	1095
0.19	1	2	20	1	2	28	1095
0.191	1	1	20	2	1	28	1095
0.191	1	2	20	2	2	28	1095
0.192	1	1	20	3	1	28	1095
0.192	1	2	20	3	2	28	1095
0.193	1	1	20	4	1	28	1095
0.193	1	2	20	4	2	28	1095
0.194	1	1	20	5	1	28	1095
0.194	1	2	20	5	2	28	1095
0.195	1	1	20	6	1	28	1095
0.195	1	2	20	6	2	28	1095
0.196	1	1	20	7	1	28	1095
0.196	1	2	20	7	2	28	1095
0.197	1	1	20	8	1	28	1095
0.197	1	2	20	8	2	28	1095
0.198	1	1	20	9	1	28	1095
0.198	1	2	20	9	2	28	1095
0.199	1	1	20	10	1	28	1095
0.199	1	2	20	10	2	28	1095
0.2	1	1	21	1	1	28	1095
0.2	1	2	21	1	2	28	1095
0.201	1	1	21	2	1	28	1095
0.201	1	2	21	2	2	28	1095
0.202	1	1	21	3	1	28	1095
0.202	1	2	21	3	2	28	1095
0.203	1	1	21	4	1	28	1095
0.203	1	2	21	4	2	28	1095
0.204	1	1	21	5	1	28	1095
0.204	1	2	21	5	2	28	1095
0.205	1	1	21	6	1	28	1095
0.205	1	2	21	6	2	28	1095
0.206	1	1	21	7	1	28	1095
0.206	1	2	21	7	2	28	1095
0.207	1	1	21	8	1	28	1095
0.207	1	2	21	8	2	28	1095
0.208	1	1	21	9	1	28	1095
0.208	1	2	21	9	2	28	1095
0.209	1	1	21	10	1	28	1095
0.209	1	2	21	10	2	28	1095
0.21	1	1	22	1	1	28	1095
0.21	1	2	22	1	2	28	1095
0.211	1	1	22	2	1	28	1095
0.211	1	2	22	2	2	28	1095
0.212	1	1	22	3	1	28	1095
0.212	1	2	22	3	2	28	1095
0.213	1	1	22	4	1	28	1095
0.213	1	2	22	4	2	28	1095
0.214	1	1	22	5	1	28	1095
0.214	1	2	22	5	2	28	1095
0.215	1	1	22	6	1	28	1095
0.215	1	2	22	6	2	28	1095
0.216	1	1	22	7	1	28	1095
0.216	1	2	22	7	2	28	1095
0.217	1	1	22	8	1	28	1095
0.217	1	2	22	8	2	28	1095
0.218	1	1	22	9	1	28	1095
0.218	1	2	22	9	2	28	1095
0.219	1	1	22	10	1	28	1095
0.219	1	2	22	10	2	28	1095
0.22	1	1	23	1	1	28	1095
0.22	1	2	23	1	2	28	1095
0.221	1	1	23	2	1	28	1095
0.221	1	2	23	2	2	28	1095
0.222	1	1	23	3	1	28	1095
0.222	1	2	23	3	2	28	1095
0.223	1	1	23	4	1	28	1095
0.223	1	2	23	4	2	28	1095
0.224	1	1	23	5	1	28	1095
0.224	1	2	23	5	2	28	1095
0.225	1	1	23	6	1	28	1095
0.225	1	2	23	6	2	28	1095
0.226	1	1	23	7	1	28	1095
0.226	1	2	23	7	2	28	1095
0.227	1	1	23	8	1	28	1095
0.227	1	2	23	8	2	28	1095
0.228	1	1	23	9	1	28	1095
0.228	1	2	23	9	2	28	1095
0.229	1	1	23	10	1	28	1095
0.229	1	2	23	10	2	28	1095
0.23	1	1	24	1	1	28	1095
0.23	1	2	24	1	2	28	1095
0.231	1	1	24	2	1	28	1095
0.231	1	2	24	2	2	28	1095
0.232	1	1	24	3	1	28	1095
0.232	1	2	24	3	2	28	1095
0.233	1	1	24	4	1	28	1095
0.233	1	2	24	4	2	28	1095
0.234	1	1	24	5	1	28	1095
0.234	1	2	24	5	2	28	1095
0.235	1	1	24	6	1	28	1095
0.235	1	2	24	6	2	28	1095
0.236	1	1	24	7	1	28	1095
0.236	1	2	24	7	2	28	1095
0.237	1	1	24	8	1	28	1095
0.237	1	2	24	8	2	28	1095
0.238	1	1	24	9	1	28	1095
0.238	1	2	24	9	2	28	1095
0.239	1	1	24	10	1	28	1095
0.239	1	2	24	10	2	28	1095
0.24	1	1	25	1	1	28	1095
0.24	1	2	25	1	2	28	1095
0.241	1	1	25	2	1	28	1095
0.241	1	2	25	2	2	28	1095
0.242	1	1	25	3	1	28	1095
0.242	1	2	25	3	2	28	1095
0.243	1	1	25	4	1	28	1095
0.243	1	2	25	4	2	28	1095
0.244	1	1	25	5	1	28	1095
0.244	1	2	25	5	2	28	1095
0.245	1	1	25	6	1	28	1095
0.245	1	2	25	6	2	28	1095
0.246	1	1	25	7	1	28	1095
0.246	1	2	25	7	2	28	1095
0.247	1	1	25	8	1	28	1095
0.247	1	2	25	8	2	28	1095
0.248	1	1	25	9	1	28	1095
0.248	1	2	25	9	2	28	1095
0.249	1	1	25	10	1	28	1095
0.249	1	2	25	10	2	28	1095
0.25	1	1	26	1	1	28	1095
0.25	1	2	26	1	2	28	1095
0.251	1	1	26	2	1	28	1095
0.251	1	2	26	2	2	28	1095
0.252	1	1	26	3	1	28	1095
0.252	1	2	26	3	2	28	1095
0.253	1	1	26	4	1	28	1095
0.253	1	2	26	4	2	28	1095
0.254	1	1	26	5	1	28	1095
0.254	1	2	26	5	2	28	1095
0.255	1	1	26	6	1	28	1095
0.255	1	2	26	6	2	28	1095
0.256	1	1	26	7	1	28	1095
0.256	1	2	26	7	2	28	1095
0.257	1	1	26	8	1	28	1095
0.257	1	2	26	8	2	28	1095
0.258	1	1	26	9	1	28	1095
0.258	1	2	26	9	2	28	1095
0.259	1	1	26	10	1	28	1095
0.259	1	2	26	10	2	28	1095
0.26	1	1	27	1	1	28	1095
0.26	1	2	27	1	2	28	1095
0.261	1	1	27	2	1	28	1095
0.261	1	2	27	2	2	28	1095
0.262	1	1	27	3	1	28	1095
0.262	1	2	27	3	2	28	1095
0.263	1	1	27	4	1	28	1095
0.263	1	2	27	4	2	28	1095
0.264	1	1	27	5	1	28	1095
0.264	1	2	27	5	2	28	1095
0.265	1	1	27	6	1	28	1095
0.265	1	2	27	6	2	28	1095
0.266	1	1	27	7	1	28	1095
0.266	1	2	27	7	2	28	1095
0.267	1	1	27	8	1	28	1095
0.267	1	2	27	8	2	28	1095
0.268	1	1	27	9	1	28	1095
0.268	1	2	27	9	2	28	1095
0.269	1	1	27	10	1	28	1095
0.269	1	2	27	10	2	28	1095
0.27	1	1	28	1	1	28	1095
0.27	1	2	28	1	2	28	1095
0.271	1	1	28	2	1	28	1095
0.271	1	2	28	2	2	28	1095
0.272	1	1	28	3	1	28	1095
0.272	1	2	28	3	2	28	1095
0.273	1	1	28	4	1	28	1095
0.273	1	2	28	4	2	28	1095
0.274	1	1	28	5	1	28	1095
0.274	1	2	28	5	2	28	1095
0.275	1	1	28	6	1	28	1095
0.275	1	2	28	6	2	28	1095
0.276	1	1	28	7	1	28	1095
0.276	1	2	28	7	2	28	1095
0.277	1	1	28	8	1	28	1095
0.277	1	2	28	8	2	28	1095
0.278	1	1	28	9	1	28	1095
0.278	1	2	28	9	2	28	1095
0.279	1	1	28	10	1	28	1095
0.279	1	2	28	10	2	28	1095
0.28	1	1	29	1	1	28	1095
0.28	1	2	29	1	2	28	1095
0.281	1	1	29	2	1	28	1095
0.281	1	2	29	2	2	28	1095
0.282	1	1	29	3	1	28	1095
0.282	1	2	29	3	2	28	1095
0.283	1	1	29	4	1	28	1095
0.283	1	2	29	4	2	28	1095
0.284	1	1	29	5	1	28	1095
0.284	1	2	29	5	2	28	1095
0.285	1	1	29	6	1	28	1095
0.285	1	2	29	6	2	28	1095
0.286	1	1	29	7	1	28	1095
0.286	1	2	29	7	2	28	1095
0.287	1	1	29	8	1	28	1095
0.287	1	2	29	8	2	28	1095
0.288	1	1	29	9	1	28	1095
0.288	1	2	29	9	2	28	1095
0.289	1	1	29	10	1	28	1095
0.289	1	2	29	10	2	28	1095
0.29	1	1	30	1	1	28	1095
0.29	1	2	30	1	2	28	1095
0.291	1	1	30	2	1	28	1095
0.291	1	2	30	2	2	28	1095
0.292	1	1	30	3	1	28	1095
0.292	1	2	30	3	2	28	1095
0.293	1	1	30	4	1	28	1095
0.293	1	2	30	4	2	28	1095
0.294	1	1	30	5	1	28	1095
0.294	1	2	30	5	2	28	1095
0.295	1	1	30	6	1	28	1095
0.295	1	2	30	6	2	28	1095
0.296	1	1	30	7	1	28	1095
0.296	1	2	30	7	2	28	1095
0.297	1	1	30	8	1	28	1095
0.297	1	2	30	8	2	28	1095
0.298	1	1	30	9	1	28	1095
0.298	1	2	30	9	2	28	1095
0.299	1	1	30	10	1	28	1095
0.299	1	2	30	10	2	28	1095
0.3	1	1	31	1	1	28	1095
0.3	1	2	31	1	2	28	1095
0.301	1	1	31	2	1	28	1095
0.301	1	2	31	2	2	28	1095
0.302	1	1	31	3	1	28	1095
0.302	1	2	31	3	2	28	1095
0.303	1	1	31	4	1	28	1095
0.303	1	2	31	4	2	28	1095
0.304	1	1	31	5	1	28	1095
0.304	1	2	31	5	2	28	1095
0.305	1	1	31	6	1	28	1095
0.305	1	2	31	6	2	28	1095
0.306	1	1	31	7	1	28	1095
0.306	1	2	31	7	2	28	1095
0.307	1	1	31	8	1	28	1095
0.307	1	2	31	8	2	28	1095
0.308	1	1	31	9	1	28	1095
0.308	1	2	31	9	2	28	1095
0.309	1	1	31	10	1	28	1095
0.309	1	2	31	10	2	28	1095
0.31	1	1	32	1	1	28	1095
0.31	1	2	32	1	2	28	1095
0.311	1	1	32	2	1	28	1095
0.311	1	2	32	2	2	28	1095
0.312	1	1	32	3	1	28	1095
0.312	1	2	32	3	2	28	1095
0.313	1	1	32	4	1	28	1095
0.313	1	2	32	4	2	28	1095
0.314	1	1	32	5	1	28	1095
0.314	1	2	32	5	2	28	1095
0.315	1	1	32	6	1	28	1095
0.315	1	2	32	6	2	28	1095
0.316	1	1	32	7	1	28	1095
0.316	1	2	32	7	2	28	1095
0.317	1	1	32	8	1	28	1095
0.317	1	2	32	8	2	28	1095
0.318	1	1	32	9	1	28	1095
0.318	1	2	32	9	2	28	1095
0.319	1	1	32	10	1	28	1095
0.319	1	2	32	10	2	28	1095
0.32	1	1	33	1	1	28	1095
0.32	1	2	33	1	2	28	1095
0.321	1	1	33	2	1	28	1095
0.321	1	2	33	2	2	28	1095
0.322	1	1	33	3	1	28	1095
0.322	1	2	33	3	2	28	1095
0.323	1	1	33	4	1	28	1095
0.323	1	2	33	4	2	28	1095
0.324	1	1	33	5	1	28	1095
0.324	1	2	33	5	2	28	1095
0.325	1	1	33	6	1	28	1095
0.325	1	2	33	6	2	28	1095
0.326	1	1	33	7	1	28	1095
0.326	1	2	33	7	2	28	1095
0.327	1	1	33	8	1	28	1095
0.327	1	2	33	8	2	28	1095
0.328	1	1	33	9	1	28	1095
0.328	1	2	33	9	2	28	1095
0.329	1	1	33	10	1	28	1095
0.329	1	2	33	10	2	28	1095
0.33	1	1	34	1	1	28	1095
0.33	1	2	34	1	2	28	1095
0.331	1	1	34	2	1	28	1095
0.331	1	2	34	2	2	28	1095
0.332	1	1	34	3	1	28	1095
0.332	1	2	34	3	2	28	1095
0.333	1	1	34	4	1	28	1095
0.333	1	2	34	4	2	28	1095
0.334	1	1	34	5	1	28	1095
0.334	1	2	34	5	2	28	1095
0.335	1	1	34	6	1	28	1095
0.335	1	2	34	6	2	28	1095
0.336	1	1	34	7	1	28	1095
0.336	1	2	34	7	2	28	1095
0.337	1	1	34	8	1	28	1095
0.337	1	2	34	8	2	28	1095
0.338	1	1	34	9	1	28	1095
0.338	1	2	34	9	2	28	1095
0.339	1	1	34	10	1	28	1095
0.339	1	2	34	10	2	28	1095
0.34	1	1	35	1	1	28	1095
0.34	1	2	35	1	2	28	1095
0.341	1	1	35	2	1	28	1095
0.341	1	2	35	2	2	28	1095
0.342	1	1	35	3	1	28	1095
0.342	1	2	35	3	2	28	1095
0.343	1	1	35	4	1	28	1095
0.343	1	2	35	4	2	28	1095
0.344	1	1	35	5	1	28	1095
0.344	1	2	35	5	2	28	1095
0.345	1	1	35	6	1	28	1095
0.345	1	2	35	6	2	28	1095
0.346	1	1	35	7	1	28	1095
0.346	1	2	35	7	2	28	1095
0.347	1	1	35	8	1	28	1095
0.347	1	2	35	8	2	28	1095
0.348	1	1	35	9	1	28	1095
0.348	1	2	35	9	2	28	1095
0.349	1	1	35	10	1	28	1095
0.349	1	2	35	10	2	28	1095
0.35	1	1	36	1	1	28	1095
0.35	1	2	36	1	2	28	1095
0.351	1	1	36	2	1	28	1095
0.351	1	2	36	2	2	28	1095
0.352	1	1	36	3	1	28	1095
0.352	1	2	36	3	2	28	1095
0.353	1	1	36	4	1	28	1095
0.353	1	2	36	4	2	28	1095
0.354	1	1	36	5	1	28	1095
0.354	1	2	36	5	2	28	1095
0.355	1	1	36	6	1	28	1095
0.355	1	2	36	6	2	28	1095
0.356	1	1	36	7	1	28	1095
0.356	1	2	36	7	2	28	1095
0.357	1	1	36	8	1	28	1095
0.357	1	2	36	8	2	28	1095
0.358	1	1	36	9	1	28	1095
0.358	1	2	36	9	2	28	1095
0.359	1	1	36	10	1	28	1095
0.359	1	2	36	10	2	28	1095
0.36	1	1	37	1	1	28	1095
0.36	1	2	37	1	2	28	1095
0.361	1	1	37	2	1	28	1095
0.361	1	2	37	2	2	28	1095
0.362	1	1	37	3	1	28	1095
0.362	1	2	37	3	2	28	1095
0.363	1	1	37	4	1	28	1095
0.363	1	2	37	4	2	28	1095
0.364	1	1	37	5	1	28	1095
0.364	1	2	37	5	2	28	1095
0.365	1	1	37	6	1	28	1095
0.365	1	2	37	6	2	28	1095
0.366	1	1	37	7	1	28	1095
0.366	1	2	37	7	2	28	1095
0.367	1	1	37	8	1	28	1095
0.367	1	2	37	8	2	28	1095
0.368	1	1	37	9	1	28	1095
0.368	1	2	37	9	2	28	1095
0.369	1	1	37	10	1	28	1095
0.369	1	2	37	10	2	28	1095
0.37	1	1	38	1	1	28	1095
0.37	1	2	38	1	2	28	1095
0.371	1	1	38	2	1	28	1095
0.371	1	2	38	2	2	28	1095
0.372	1	1	38	3	1	28	1095
0.372	1	2	38	3	2	28	1095
0.373	1	1	38	4	1	28	1095
0.373	1	2	38	4	2	28	1095
0.374	1	1	38	5	1	28	1095
0.374	1	2	38	5	2	28	1095
0.375	1	1	38	6	1	28	1095
0.375	1	2	38	6	2	28	1095
0.376	1	1	38	7	1	28	1095
0.376	1	2	38	7	2	28	1095
0.377	1	1	38	8	1	28	1095
0.377	1	2	38	8	2	28	1095
0.378	1	1	38	9	1	28	1095
0.378	1	2	38	9	2	28	1095
0.379	1	1	38	10	1	28	1095
0.379	1	2	38	10	2	28	1095
0.38	1	1	39	1	1	28	1095
0.38	1	2	39	1	2	28	1095
0.381	1	1	39	2	1	28	1095
0.381	1	2	39	2	2	28	1095
0.382	1	1	39	3	1	28	1095
0.382	1	2	39	3	2	28	1095
0.383	1	1	39	4	1	28	1095
0.383	1	2	39	4	2	28	1095
0.384	1	1	39	5	1	28	1095
0.384	1	2	39	5	2	28	1095
0.385	1	1	39	6	1	28	1095
0.385	1	2	39	6	2	28	1095
0.386	1	1	39	7	1	28	1095
0.386	1	2	39	7	2	28	1095
0.387	1	1	39	8	1	28	1095
0.387	1	2	39	8	2	28	1095
0.388	1	1	39	9	1	28	1095
0.388	1	2	39	9	2	28	1095
0.389	1	1	39	10	1	28	1095
0.389	1	2	39	10	2	28	1095
0.39	1	1	40	1	1	28	1095
0.39	1	2	40	1	2	28	1095
0.391	1	1	40	2	1	28	1095
0.391	1	2	40	2	2	28	1095
0.392	1	1	40	3	1	28	1095
0.392	1	2	40	3	2	28	1095
