% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.021	1	5	3	2	1	0	81	0	0
0.022	1	3	3	3	2	0	81	0	0
0.023	1	1	3	4	3	0	81	0	0
0.024	1	4	3	5	4	0	81	0	0
0.025	1	5	3	6	1	0	81	0	0
0.026	1	2	3	7	7	0	81	0	0
0.027	1	6	3	8	8	0	81	0	0
0.028	1	3	3	9	2	28	2196	0	0
0.029	1	1	3	10	3	28	2196	0	0
0.03	1	4	4	1	4	28	2196	0	0
0.031	1	2	4	2	7	28	2196	0	0
0.032	1	6	4	3	8	28	2196	0	0
0.033	1	5	4	4	1	28	2196	0	0
0.034	1	3	4	5	2	28	2196	0	0
0.035	1	1	4	6	3	28	2196	0	0
0.036	1	4	4	7	4	28	2196	0	0
0.037	1	2	4	8	7	28	2196	0	0
0.038	1	6	4	9	8	28	2196	0	0
0.039	1	5	4	10	1	28	2196	0	0
0.04	1	3	5	1	2	28	2196	0	0
0.041	1	1	5	2	3	28	2196	0	0
0.042	1	4	5	3	4	28	2196	0	0
0.043	1	2	5	4	7	28	2196	0	0
0.044	1	6	5	5	8	28	2196	0	0
0.045	1	5	5	6	1	28	2196	0	0
0.046	1	3	5	7	2	28	2196	0	0
0.047	1	1	5	8	3	28	2196	0	0
0.048	1	4	5	9	4	28	2196	0	0
0.049	1	2	5	10	7	28	2196	0	0
0.05	1	6	6	1	8	28	2196	0	0
0.051	1	5	6	2	1	28	2196	0	0
0.052	1	3	6	3	2	28	2196	0	0
0.053	1	1	6	4	3	28	2196	0	0
0.054	1	4	6	5	4	28	2196	0	0
0.055	1	2	6	6	7	28	2196	0	0
0.056	1	6	6	7	8	28	2196	0	0
0.057	1	5	6	8	1	28	2196	0	0
0.058	1	3	6	9	2	28	2196	0	0
0.059	1	1	6	10	3	28	2196	0	0
0.06	1	4	7	1	4	28	2196	0	0
0.061	1	2	7	2	7	28	2196	0	0
0.062	1	6	7	3	8	28	2196	0	0
0.063	1	5	7	4	1	28	2196	0	0
0.064	1	3	7	5	2	28	2196	0	0
0.065	1	1	7	6	3	28	2196	0	0
0.066	1	4	7	7	4	28	2196	0	0
0.067	1	2	7	8	7	28	2196	0	0
0.068	1	6	7	9	8	28	2196	0	0
0.069	1	5	7	10	1	28	2196	0	0
0.07	1	3	8	1	2	28	2196	0	0
0.071	1	1	8	2	3	28	2196	0	0
0.072	1	4	8	3	4	28	2196	0	0
0.073	1	2	8	4	7	28	2196	0	0
0.074	1	6	8	5	8	28	2196	0	0
0.075	1	5	8	6	1	28	2196	0	0
0.076	1	3	8	7	2	28	2196	0	0
0.077	1	1	8	8	3	28	2196	0	0
0.078	1	4	8	9	4	28	2196	0	0
0.079	1	2	8	10	7	28	2196	0	0
0.08	1	6	9	1	8	28	2196	0	0
0.081	1	5	9	2	1	28	2196	0	0
0.082	1	3	9	3	2	28	2196	0	0
0.083	1	1	9	4	3	28	2196	0	0
0.084	1	4	9	5	4	28	2196	0	0
0.085	1	2	9	6	7	28	2196	0	0
0.086	1	6	9	7	8	28	2196	0	0
0.087	1	5	9	8	1	28	2196	0	0
0.088	1	3	9	9	2	28	2196	0	0
0.089	1	1	9	10	3	28	2196	0	0
0.09	1	4	10	1	4	28	2196	0	0
0.091	1	2	10	2	7	28	2196	0	0
0.092	1	6	10	3	8	28	2196	0	0
0.093	1	5	10	4	1	28	2196	0	0
0.094	1	3	10	5	2	28	2196	0	0
0.095	1	1	10	6	3	28	2196	0	0
0.096	1	4	10	7	4	28	2196	0	0
0.097	1	2	10	8	7	28	2196	0	0
0.098	1	6	10	9	8	28	2196	0	0
0.099	1	5	10	10	1	28	2196	0	0
0.1	1	3	11	1	2	28	2196	0	0
0.101	1	1	11	2	3	28	2196	0	0
0.102	1	4	11	3	4	28	2196	0	0
0.103	1	2	11	4	7	28	2196	0	0
0.104	1	6	11	5	8	28	2196	0	0
0.105	1	5	11	6	1	28	2196	0	0
0.106	1	3	11	7	2	28	2196	0	0
0.107	1	1	11	8	3	28	2196	0	0
0.108	1	4	11	9	4	28	2196	0	0
0.109	1	2	11	10	7	28	2196	0	0
0.11	1	6	12	1	8	28	2196	0	0
0.111	1	5	12	2	1	28	2196	0	0
0.112	1	3	12	3	2	28	2196	0	0
0.113	1	1	12	4	3	28	2196	0	0
0.114	1	4	12	5	4	28	2196	0	0
0.115	1	2	12	6	7	28	2196	0	0
0.116	1	6	12	7	8	28	2196	0	0
0.117	1	5	12	8	1	28	2196	0	0
0.118	1	3	12	9	2	28	2196	0	0
0.119	1	1	12	10	3	28	2196	0	0
0.12	1	4	13	1	4	28	2196	0	0
0.121	1	2	13	2	7	28	2196	0	0
0.122	1	6	13	3	8	28	2196	0	0
0.123	1	5	13	4	1	28	2196	0	0
0.124	1	3	13	5	2	28	2196	0	0
0.125	1	1	13	6	3	28	2196	0	0
0.126	1	4	13	7	4	28	2196	0	0
0.127	1	2	13	8	7	28	2196	0	0
0.128	1	6	13	9	8	28	2196	0	0
0.129	1	5	13	10	1	28	2196	0	0
0.13	1	3	14	1	2	28	2196	0	0
0.131	1	1	14	2	3	28	2196	0	0
0.132	1	4	14	3	4	28	2196	0	0
0.133	1	2	14	4	7	28	2196	0	0
0.134	1	6	14	5	8	28	2196	0	0
0.135	1	5	14	6	1	28	2196	0	0
0.136	1	3	14	7	2	28	2196	0	0
0.137	1	1	14	8	3	28	2196	0	0
0.138	1	4	14	9	4	28	2196	0	0
0.139	1	2	14	10	7	28	2196	0	0
0.14	1	6	15	1	8	28	2196	0	0
0.141	1	5	15	2	1	28	2196	0	0
0.142	1	3	15	3	2	28	2196	0	0
0.143	1	1	15	4	3	28	2196	0	0
0.144	1	4	15	5	4	28	2196	0	0
0.145	1	2	15	6	7	28	2196	0	0
0.146	1	6	15	7	8	28	2196	0	0
0.147	1	5	15	8	1	28	2196	0	0
0.148	1	3	15	9	2	28	2196	0	0
0.149	1	1	15	10	3	28	2196	0	0
0.15	1	4	16	1	4	28	2196	0	0
0.151	1	2	16	2	7	28	2196	0	0
0.152	1	6	16	3	8	28	2196	0	0
0.153	1	5	16	4	1	28	2196	0	0
0.154	1	3	16	5	2	28	2196	0	0
0.155	1	1	16	6	3	28	2196	0	0
0.156	1	4	16	7	4	28	2196	0	0
0.157	1	2	16	8	7	28	2196	0	0
0.158	1	6	16	9	8	28	2196	0	0
0.159	1	5	16	10	1	28	2196	0	0
0.16	1	3	17	1	2	28	2196	0	0
0.161	1	1	17	2	3	28	2196	0	0
0.162	1	4	17	3	4	28	2196	0	0
0.163	1	2	17	4	7	28	2196	0	0
0.164	1	6	17	5	8	28	2196	0	0
0.165	1	5	17	6	1	28	2196	0	0
0.166	1	3	17	7	2	28	2196	0	0
0.167	1	1	17	8	3	28	2196	0	0
0.168	1	4	17	9	4	28	2196	0	0
0.169	1	2	17	10	7	28	2196	0	0
0.17	1	6	18	1	8	28	2196	0	0
0.171	1	5	18	2	1	28	2196	0	0
0.172	1	3	18	3	2	28	2196	0	0
0.173	1	1	18	4	3	28	2196	0	0
0.174	1	4	18	5	4	28	2196	0	0
0.175	1	2	18	6	7	28	2196	0	0
0.176	1	6	18	7	8	28	2196	0	0
0.177	1	5	18	8	1	28	2196	0	0
0.178	1	3	18	9	2	28	2196	0	0
0.179	1	1	18	10	3	28	2196	0	0
0.18	1	4	19	1	4	28	2196	0	0
0.181	1	2	19	2	7	28	2196	0	0
0.182	1	6	19	3	8	28	2196	0	0
0.183	1	5	19	4	1	28	2196	0	0
0.184	1	3	19	5	2	28	2196	0	0
0.185	1	1	19	6	3	28	2196	0	0
0.186	1	4	19	7	4	28	2196	0	0
0.187	1	2	19	8	7	28	2196	0	0
0.188	1	6	19	9	8	28	2196	0	0
0.189	1	5	19	10	1	28	2196	0	0
0.19	1	3	20	1	2	28	2196	0	0
0.191	1	1	20	2	3	28	2196	0	0
0.192	1	4	20	3	4	28	2196	0	0
0.193	1	2	20	4	7	28	2196	0	0
0.194	1	6	20	5	8	28	2196	0	0
0.195	1	5	20	6	1	28	2196	0	0
0.196	1	3	20	7	2	28	2196	0	0
0.197	1	1	20	8	3	28	2196	0	0
0.198	1	4	20	9	4	28	2196	0	0
0.199	1	2	20	10	7	28	2196	0	0
0.2	1	6	21	1	8	28	2196	0	0
0.201	1	5	21	2	1	28	2196	0	0
0.202	1	3	21	3	2	28	2196	0	0
0.203	1	1	21	4	3	28	2196	0	0
0.204	1	4	21	5	4	28	2196	0	0
0.205	1	2	21	6	7	28	2196	0	0
0.206	1	6	21	7	8	28	2196	0	0
0.207	1	5	21	8	1	28	2196	0	0
0.208	1	3	21	9	2	28	2196	0	0
0.209	1	1	21	10	3	28	2196	0	0
0.21	1	4	22	1	4	28	2196	0	0
0.211	1	2	22	2	7	28	2196	0	0
0.212	1	6	22	3	8	28	2196	0	0
0.213	1	5	22	4	1	28	2196	0	0
0.214	1	3	22	5	2	28	2196	0	0
0.215	1	1	22	6	3	28	2196	0	0
0.216	1	4	22	7	4	28	2196	0	0
0.217	1	2	22	8	7	28	2196	0	0
0.218	1	6	22	9	8	28	2196	0	0
0.219	1	5	22	10	1	28	2196	0	0
0.22	1	3	23	1	2	28	2196	0	0
0.221	1	1	23	2	3	28	2196	0	0
0.222	1	4	23	3	4	28	2196	0	0
0.223	1	2	23	4	7	28	2196	0	0
0.224	1	6	23	5	8	28	2196	0	0
0.225	1	5	23	6	1	28	2196	0	0
0.226	1	3	23	7	2	28	2196	0	0
0.227	1	1	23	8	3	28	2196	0	0
0.228	1	4	23	9	4	28	2196	0	0
0.229	1	2	23	10	7	28	2196	0	0
0.23	1	6	24	1	8	28	2196	0	0
0.231	1	5	24	2	1	28	2196	0	0
0.232	1	3	24	3	2	28	2196	0	0
0.233	1	1	24	4	3	28	2196	0	0
0.234	1	4	24	5	4	28	2196	0	0
0.235	1	2	24	6	7	28	2196	0	0
0.236	1	6	24	7	8	28	2196	0	0
0.237	1	5	24	8	1	28	2196	0	0
0.238	1	3	24	9	2	28	2196	0	0
0.239	1	1	24	10	3	28	2196	0	0
0.24	1	4	25	1	4	28	2196	0	0
0.241	1	2	25	2	7	28	2196	0	0
0.242	1	6	25	3	8	28	2196	0	0
0.243	1	5	25	4	1	28	2196	0	0
0.244	1	3	25	5	2	28	2196	0	0
0.245	1	1	25	6	3	28	2196	0	0
0.246	1	4	25	7	4	28	2196	0	0
0.247	1	2	25	8	7	28	2196	0	0
0.248	1	6	25	9	8	28	2196	0	0
0.249	1	5	25	10	1	28	2196	0	0
0.25	1	3	26	1	2	28	2196	0	0
0.251	1	1	26	2	3	28	2196	0	0
0.252	1	4	26	3	4	28	2196	0	0
0.253	1	2	26	4	7	28	2196	0	0
0.254	1	6	26	5	8	28	2196	0	0
0.255	1	5	26	6	1	28	2196	0	0
0.256	1	3	26	7	2	28	2196	0	0
0.257	1	1	26	8	3	28	2196	0	0
0.258	1	4	26	9	4	28	2196	0	0
0.259	1	2	26	10	7	28	2196	0	0
0.26	1	6	27	1	8	28	2196	0	0
0.261	1	5	27	2	1	28	2196	0	0
0.262	1	3	27	3	2	28	2196	0	0
0.263	1	1	27	4	3	28	2196	0	0
0.264	1	4	27	5	4	28	2196	0	0
0.265	1	2	27	6	7	28	2196	0	0
0.266	1	6	27	7	8	28	2196	0	0
0.267	1	5	27	8	1	28	2196	0	0
